expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,baseline_expected_exit_timestamp_utc,baseline_expected_exit_price,baseline_expected_pnl_pips,baseline_expected_exit_reason,baseline_expected_stop_loss_price,baseline_expected_take_profit_price,comparison_basis,boundary_ambiguous_close_timing,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
57,50,long,2025-12-16T15:10:00Z,2025-12-16T15:10:00Z,2025-12-16T15:57:00Z,2025-12-16T15:57:40Z,1.17768,1.1777,1.1799,1.1799,22.0,22.0,take_profit,take_profit,True,1.1765,1.1765,1.1799,1.1799,False,False,True,,2025-12-16T15:57:00Z,1.17988,22.0,take_profit,1.17648,1.17988,actual_fill_adjusted_executable,False,0.2,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
60,52,short,2025-12-18T17:38:00Z,2025-12-18T17:38:00Z,2025-12-18T20:02:00Z,2025-12-18T20:02:00Z,1.17337,1.17337,1.17187,1.17187,15.0,15.0,timeout,timeout,True,1.17457,1.17457,1.17117,1.17117,False,False,True,,2025-12-18T20:02:00Z,1.17187,15.0,timeout,1.17457,1.17117,actual_fill_adjusted_executable,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
61,53,short,2025-12-19T14:04:00Z,2025-12-19T14:04:00Z,2025-12-19T15:01:00Z,2025-12-19T15:01:40Z,1.17097,1.17097,1.17217,1.17217,-12.0,-12.0,stop_loss,stop_loss,True,1.17217,1.17217,1.16877,1.16877,False,False,True,,2025-12-19T15:01:00Z,1.17217,-12.0,stop_loss,1.17217,1.16877,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
62,54,short,2025-12-19T16:10:00Z,2025-12-19T16:10:00Z,2025-12-19T18:34:00Z,2025-12-19T18:34:00Z,1.17261,1.17261,1.1718,1.17181,8.1,8.0,timeout,timeout,True,1.17381,1.17381,1.17041,1.17041,False,False,True,,2025-12-19T18:34:00Z,1.1718,8.1,timeout,1.17381,1.17041,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
63,55,short,2025-12-22T13:27:00Z,2025-12-22T13:27:00Z,2025-12-22T14:10:00Z,2025-12-22T14:09:20Z,1.17358,1.17358,1.17478,1.17478,-12.0,-12.0,stop_loss,stop_loss,True,1.17478,1.17478,1.17138,1.17138,False,False,True,,2025-12-22T14:10:00Z,1.17478,-12.0,stop_loss,1.17478,1.17138,actual_fill_adjusted_executable,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
65,57,long,2025-12-24T14:02:00Z,2025-12-24T14:02:00Z,2025-12-24T16:26:00Z,2025-12-24T16:26:00Z,1.17876,1.17877,1.17794,1.17794,-8.3,-8.3,timeout,timeout,True,1.17757,1.17757,1.18097,1.18097,False,False,True,,2025-12-24T16:26:00Z,1.17794,-8.2,timeout,1.17756,1.18096,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
66,58,short,2025-12-24T16:56:00Z,2025-12-24T16:56:00Z,2025-12-24T19:20:00Z,2025-12-24T19:20:00Z,1.17777,1.17777,1.17753,1.17754,2.4,2.3,timeout,timeout,True,1.17897,1.17897,1.17557,1.17557,False,False,True,,2025-12-24T19:20:00Z,1.17753,2.4,timeout,1.17897,1.17557,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
67,59,long,2025-12-26T14:14:00Z,2025-12-26T14:14:00Z,2025-12-26T16:38:00Z,2025-12-26T16:38:00Z,1.17918,1.1792,1.17888,1.17888,-3.2,-3.2,timeout,timeout,True,1.178,1.178,1.1814,1.1814,False,False,True,,2025-12-26T16:38:00Z,1.17888,-3.0,timeout,1.17798,1.18138,actual_fill_adjusted_executable,False,0.2,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
69,60,short,2025-12-30T15:42:00Z,2025-12-30T15:42:00Z,2025-12-30T18:06:00Z,2025-12-30T18:06:00Z,1.17589,1.17589,1.17646,1.17647,-5.7,-5.8,timeout,timeout,True,1.17709,1.17709,1.17369,1.17369,False,False,True,,2025-12-30T18:06:00Z,1.17646,-5.7,timeout,1.17709,1.17369,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
70,61,short,2025-12-31T14:58:00Z,2025-12-31T14:58:00Z,2025-12-31T16:11:00Z,2025-12-31T16:11:40Z,1.17428,1.17428,1.17208,1.17208,22.0,22.0,take_profit,take_profit,True,1.17548,1.17548,1.17208,1.17208,False,False,True,,2025-12-31T16:11:00Z,1.17208,22.0,take_profit,1.17548,1.17208,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
71,62,long,2025-12-31T17:07:00Z,2025-12-31T17:07:00Z,2025-12-31T17:36:00Z,2025-12-31T17:36:40Z,1.17455,1.17456,1.17336,1.17336,-12.0,-12.0,stop_loss,stop_loss,True,1.17336,1.17336,1.17676,1.17676,False,False,True,,2025-12-31T17:36:00Z,1.17335,-12.0,stop_loss,1.17335,1.17675,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
72,63,long,2026-01-05T17:07:00Z,2026-01-05T17:07:00Z,2026-01-05T19:31:00Z,2026-01-05T19:31:00Z,1.17063,1.17064,1.17204,1.17204,14.0,14.0,timeout,timeout,True,1.16944,1.16944,1.17284,1.17284,False,False,True,,2026-01-05T19:31:00Z,1.17204,14.1,timeout,1.16943,1.17283,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
73,64,short,2026-01-06T13:50:00Z,2026-01-06T13:50:00Z,2026-01-06T14:36:00Z,2026-01-06T14:36:40Z,1.17013,1.17013,1.17133,1.17133,-12.0,-12.0,stop_loss,stop_loss,True,1.17133,1.17133,1.16793,1.16793,False,False,True,,2026-01-06T14:36:00Z,1.17133,-12.0,stop_loss,1.17133,1.16793,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
